"Target","Start Time","Source Address","Source Port","Cached Associate Hostname","Associate Host Name","Destination Address","Domain","Destination Port","Transport Protocol","Active","Associate Address","Bytes","Case","City","Country Name","CountryCode","Direction","Duration","Encrypted","End Time","ISP","Latitude","Longitude","Packets","Ref.Num","Region","Session Protocol","Target Address","ZIP"
"26PDT3101TMO","1/20/2026 3:57:45 AM","2620:149:a41:280::24","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","53986","tcp","Yes","2620:149:a41:280::24","6094","23C0624808","","","","incoming","00:00:00","No","1/20/2026 3:57:45 AM","","","","16","783","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:56:57 AM","2607:7700:0:e:0:2:172c:c9aa","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","58144","udp","Yes","2607:7700:0:e:0:2:172c:c9aa","88694","23C0624808","","","","incoming","00:02:01","No","1/20/2026 3:58:58 AM","","","","109","782","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:55:06 AM","2605:340:f0ab::54","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","61637","tcp","Yes","2605:340:f0ab::54","329","23C0624808","","","","incoming","00:00:00","No","1/20/2026 3:55:06 AM","","","","1","781","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26VCEB2249TMO","1/20/2026 3:55:06 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2606:4700:440b::6812:2755","","","ipv6-icmp","Yes","2606:4700:440b::6812:2755","12976","CC25-990397","","","","outgoing","00:16:16","No","1/20/2026 4:11:22 AM","","","","14","7700","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26PDT3101TMO","1/20/2026 3:55:04 AM","2607:7700:0:e:0:2:17db:246f","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","61592","tcp","Yes","2607:7700:0:e:0:2:17db:246f","693","23C0624808","","","","incoming","00:03:25","No","1/20/2026 3:58:29 AM","","","","4","780","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:54:59 AM","2605:340:f0ab::54","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","61665","tcp","Yes","2605:340:f0ab::54","329","23C0624808","","","","incoming","00:00:00","No","1/20/2026 3:54:59 AM","","","","1","779","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:54:53 AM","2605:340:f0ab::54","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","61645","tcp","Yes","2605:340:f0ab::54","329","23C0624808","","","","incoming","00:00:00","No","1/20/2026 3:54:53 AM","","","","1","778","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:54:50 AM","2607:7700:0:e:0:2:172c:c9ab","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","56568","udp","Yes","2607:7700:0:e:0:2:172c:c9ab","14836","23C0624808","","","","incoming","00:00:00","No","1/20/2026 3:54:50 AM","","","","19","777","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:54:45 AM","2607:7700:0:e:0:2:17db:2471","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","56652","udp","Yes","2607:7700:0:e:0:2:17db:2471","8593","23C0624808","","","","incoming","00:06:29","No","1/20/2026 4:01:14 AM","","","","53","776","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26VCEB2249TMO","1/20/2026 3:54:09 AM","2607:f8b0:4006:81c::200e","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","49156","udp","Yes","2607:f8b0:4006:81c::200e","1037","CC25-990397","","","","incoming","00:00:00","No","1/20/2026 3:54:09 AM","","","","4","7699","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26PDT3101TMO","1/20/2026 3:53:27 AM","2605:340:f0ab::54","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","54675","udp","Yes","2605:340:f0ab::54","5369133","23C0624808","","","","incoming","00:00:32","No","1/20/2026 3:53:59 AM","","","","4065","775","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26VCEB2249TMO","1/20/2026 3:53:02 AM","2607:7700:0:e:0:2:23a6:e5fb","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","63304","tcp","Yes","2607:7700:0:e:0:2:23a6:e5fb","424","CC25-990397","","","","incoming","00:00:00","No","1/20/2026 3:53:02 AM","","","","4","7698","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:52:58 AM","2607:7700:0:e:0:2:23a6:e5fb","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","63302","tcp","Yes","2607:7700:0:e:0:2:23a6:e5fb","780","CC25-990397","","","","incoming","00:00:00","No","1/20/2026 3:52:58 AM","","","","8","7697","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:52:53 AM","2607:7700:0:e:0:2:9765:76d6","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","51477","udp","Yes","2607:7700:0:e:0:2:9765:76d6","3467","CC25-990397","","","","incoming","00:00:22","No","1/20/2026 3:53:15 AM","","","","15","7696","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:51:31 AM","2a03:2880:f012:1:face:b00c:0:1","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","54471","udp","Yes","2a03:2880:f012:1:face:b00c:0:1","164601","CC25-990397","","","","incoming","00:00:46","No","1/20/2026 3:52:17 AM","","","","258","7695","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:51:16 AM","2620:149:a33:1000::461","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","49370","udp","Yes","2620:149:a33:1000::461","22149","CC25-990397","","","","incoming","00:00:00","No","1/20/2026 3:51:16 AM","","","","35","7694","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26PDT3101TMO","1/20/2026 3:50:02 AM","2a03:2880:f179:89:face:b00c:0:79f4","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","52722","udp","Yes","2a03:2880:f179:89:face:b00c:0:79f4","480","23C0624808","","","","incoming","00:03:31","No","1/20/2026 3:53:33 AM","","","","3","774","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:49:33 AM","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","","","2a03:2880:f35a:c0:face:b00c:0:43fe","","","ipv6-icmp","Yes","2a03:2880:f35a:c0:face:b00c:0:43fe","129","23C0624808","","","","outgoing","00:00:00","No","1/20/2026 3:49:33 AM","","","","1","773","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26VCEB2249TMO","1/20/2026 3:48:44 AM","2a03:2880:f012:114:face:b00c:0:1823","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","49505","udp","Yes","2a03:2880:f012:114:face:b00c:0:1823","1154112","CC25-990397","","","","incoming","00:00:08","No","1/20/2026 3:48:52 AM","","","","917","7693","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26PDT3101TMO","1/20/2026 3:48:26 AM","2a03:2880:f35a:c0:face:b00c:0:43fe","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","53956","tcp","Yes","2a03:2880:f35a:c0:face:b00c:0:43fe","1202099","23C0624808","","","","incoming","00:00:00","No","1/20/2026 3:48:26 AM","","","","837","772","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:46:55 AM","2a03:2880:f35a:c0:face:b00c:0:43fe","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","53821","udp","Yes","2a03:2880:f35a:c0:face:b00c:0:43fe","7073312","23C0624808","","","","incoming","00:05:45","No","1/20/2026 3:52:40 AM","","","","5585","771","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:46:05 AM","2a03:2880:f012:7:face:b00c:0:6206","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","55013","udp","Yes","2a03:2880:f012:7:face:b00c:0:6206","608","23C0624808","","","","incoming","00:00:02","No","1/20/2026 3:46:07 AM","","","","6","770","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26VCEB2249TMO","1/20/2026 3:44:41 AM","2a03:2880:f012:10c:face:b00c:0:3","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","54481","udp","Yes","2a03:2880:f012:10c:face:b00c:0:3","485291","CC25-990397","","","","incoming","00:00:15","No","1/20/2026 3:44:56 AM","","","","405","7692","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"25EPB6119TMO","1/20/2026 3:43:25 AM","2607:7700:0:e:0:2:36e1:d0ba","443","","","2607:fb91:30b5:c872:9c17:8d0e:194a:5054","","49935","tcp","Yes","2607:7700:0:e:0:2:36e1:d0ba","676","25C0990613","","","","incoming","00:00:00","No","1/20/2026 3:43:25 AM","","","","7","13499","","https","2607:fb91:30b5:c872:9c17:8d0e:194a:5054",""
"26VCEB2249TMO","1/20/2026 3:41:42 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2607:7700:0:e:0:2:9df0:ee29","","","ipv6-icmp","Yes","2607:7700:0:e:0:2:9df0:ee29","13283","CC25-990397","","","","outgoing","00:00:00","No","1/20/2026 3:41:42 AM","","","","13","7691","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26PDT3101TMO","1/20/2026 3:41:36 AM","2a03:2880:f212:c4:face:b00c:0:43fe","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","51460","udp","Yes","2a03:2880:f212:c4:face:b00c:0:43fe","9684256","23C0624808","","","","incoming","00:11:44","No","1/20/2026 3:53:20 AM","","","","7730","769","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:40:07 AM","2a04:4e42:46::585","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","49750","udp","Yes","2a04:4e42:46::585","152","23C0624808","","","","incoming","00:00:42","No","1/20/2026 3:40:49 AM","","","","2","768","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:39:54 AM","2605:340:f0ab::54","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","51240","udp","Yes","2605:340:f0ab::54","2865284","23C0624808","","","","incoming","00:00:50","No","1/20/2026 3:40:44 AM","","","","2246","767","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26VCEB2249TMO","1/20/2026 3:39:51 AM","2a03:2880:f012:13:face:b00c:0:1823","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","55465","udp","Yes","2a03:2880:f012:13:face:b00c:0:1823","15737266","CC25-990397","","","","incoming","00:02:57","No","1/20/2026 3:42:48 AM","","","","12570","7690","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26PDT3101TMO","1/20/2026 3:38:52 AM","2607:7700:0:e:0:2:17db:246e","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","49265","udp","Yes","2607:7700:0:e:0:2:17db:246e","119408","23C0624808","","","","incoming","00:01:46","No","1/20/2026 3:40:38 AM","","","","110","766","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26VCEB2249TMO","1/20/2026 3:38:50 AM","2a03:2880:f35a:81:face:b00c:0:1823","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","53571","udp","Yes","2a03:2880:f35a:81:face:b00c:0:1823","1898368","CC25-990397","","","","incoming","00:00:27","No","1/20/2026 3:39:17 AM","","","","1512","7689","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26PDT3101TMO","1/20/2026 3:38:47 AM","2607:7700:0:e:0:2:17db:246e","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","50938","udp","Yes","2607:7700:0:e:0:2:17db:246e","19757","23C0624808","","","","incoming","00:01:38","No","1/20/2026 3:40:25 AM","","","","49","765","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:38:47 AM","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","","","2607:7700:0:e:0:2:17db:246e","","","ipv6-icmp","Yes","2607:7700:0:e:0:2:17db:246e","862","23C0624808","","","","outgoing","00:14:35","No","1/20/2026 3:53:22 AM","","","","5","764","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:38:37 AM","2a03:2880:f35a:c0:face:b00c:0:43fe","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","51721","udp","Yes","2a03:2880:f35a:c0:face:b00c:0:43fe","611872","23C0624808","","","","incoming","00:00:04","No","1/20/2026 3:38:41 AM","","","","497","763","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26VCEB2249TMO","1/20/2026 3:38:12 AM","2a03:2880:f012:13:face:b00c:0:1823","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","50584","udp","Yes","2a03:2880:f012:13:face:b00c:0:1823","441888","CC25-990397","","","","incoming","00:00:26","No","1/20/2026 3:38:38 AM","","","","350","7688","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:38:12 AM","2a03:2880:f012:10c:face:b00c:0:3","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","54365","udp","Yes","","408907","CC25-990397","","","","unknown","00:01:26","No","1/20/2026 3:39:38 AM","","","","337","7687","","https","",""
"26VCEB2249TMO","1/20/2026 3:36:53 AM","2607:fb91:258b:8845:15:4348:21ea:4cfa","","","","2607:7700:0:e:0:2:3990:8605","","","ipv6-icmp","Yes","","576","CC25-990397","","","","unknown","00:00:00","No","1/20/2026 3:36:53 AM","","","","6","7686","","","",""
"26VCEB2249TMO","1/20/2026 3:36:13 AM","2620:149:a33:2000::461","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","50083","udp","Yes","2620:149:a33:2000::461","4904","CC25-990397","","","","incoming","00:00:00","No","1/20/2026 3:36:13 AM","","","","8","7685","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:35:52 AM","2a03:2880:f012:114:face:b00c:0:1823","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","53897","udp","Yes","2a03:2880:f012:114:face:b00c:0:1823","433824","CC25-990397","","","","incoming","00:01:17","No","1/20/2026 3:37:09 AM","","","","375","7684","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:35:24 AM","2a03:2880:f35a:81:face:b00c:0:1823","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","51370","udp","Yes","2a03:2880:f35a:81:face:b00c:0:1823","30318","CC25-990397","","","","incoming","00:00:00","No","1/20/2026 3:35:24 AM","","","","30","7683","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:35:17 AM","2a03:2880:f012:8:face:b00c:0:1","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","52164","udp","Yes","2a03:2880:f012:8:face:b00c:0:1","965021","CC25-990397","","","","incoming","00:00:00","No","1/20/2026 3:35:17 AM","","","","759","7682","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:35:14 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2606:4700:440c::6812:2aed","","","ipv6-icmp","Yes","2606:4700:440c::6812:2aed","236","CC25-990397","","","","outgoing","00:00:00","No","1/20/2026 3:35:14 AM","","","","2","7681","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26PDT3101TMO","1/20/2026 3:34:53 AM","2620:149:a33:f000::135","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","53900","tcp","Yes","2620:149:a33:f000::135","288","23C0624808","","","","incoming","00:00:00","No","1/20/2026 3:34:53 AM","","","","4","762","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:34:49 AM","2605:340:f0ab::54","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","54319","udp","Yes","2605:340:f0ab::54","20859177","23C0624808","","","","incoming","00:00:04","No","1/20/2026 3:34:53 AM","","","","17978","761","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:34:48 AM","2607:7700:0:e:0:2:c7e8:2649","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","53985","udp","Yes","2607:7700:0:e:0:2:c7e8:2649","72","23C0624808","","","","incoming","00:00:00","No","1/20/2026 3:34:48 AM","","","","1","760","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:34:40 AM","2607:7700:0:e:0:2:17db:246e","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","51925","udp","Yes","2607:7700:0:e:0:2:17db:246e","1437799","23C0624808","","","","incoming","00:00:11","No","1/20/2026 3:34:51 AM","","","","972","759","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26VCEB2249TMO","1/20/2026 3:34:39 AM","2607:7700:0:e:0:2:2cca:153b","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","55940","tcp","Yes","2607:7700:0:e:0:2:2cca:153b","168","CC25-990397","","","","incoming","00:00:00","No","1/20/2026 3:34:39 AM","","","","2","7680","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:34:33 AM","2a03:2880:f012:13:face:b00c:0:1823","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","59055","udp","Yes","2a03:2880:f012:13:face:b00c:0:1823","1833536","CC25-990397","","","","incoming","00:00:08","No","1/20/2026 3:34:41 AM","","","","1465","7679","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:34:29 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2607:7700:0:e:0:2:6c8a:803e","","","ipv6-icmp","Yes","2607:7700:0:e:0:2:6c8a:803e","278","CC25-990397","","","","outgoing","00:00:00","No","1/20/2026 3:34:29 AM","","","","2","7678","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:34:17 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2606:4700:4406::ac40:9113","","","ipv6-icmp","Yes","2606:4700:4406::ac40:9113","354","CC25-990397","","","","outgoing","00:22:10","No","1/20/2026 3:56:27 AM","","","","3","7677","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"25PDT7497VZW","1/20/2026 3:33:41 AM","2001:4888:4:fe00:b0:104:0:235","5060","","","2600:1017:1420:ec3d:1cc4:2e52:3d5b:c334","","5060","udp","Yes","","3663","CC25-1116424","","","","unknown","01:45:04","No","1/20/2026 5:18:45 AM","","","","4","125863","","sip","",""
"26PDT3101TMO","1/20/2026 3:33:38 AM","2a03:2880:f212:d8:face:b00c:0:21ba","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","49985","udp","Yes","2a03:2880:f212:d8:face:b00c:0:21ba","2272","23C0624808","","","","incoming","00:00:02","No","1/20/2026 3:33:40 AM","","","","18","758","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26VCEB2249TMO","1/20/2026 3:33:35 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2606:4700:4403::ac40:96ee","","","ipv6-icmp","Yes","2606:4700:4403::ac40:96ee","118","CC25-990397","","","","outgoing","00:00:00","No","1/20/2026 3:33:35 AM","","","","1","7676","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:33:04 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2a02:26f7:168:0:ace0:d00e::","","","ipv6-icmp","Yes","2a02:26f7:168:0:ace0:d00e::","3494","CC25-990397","","","","outgoing","00:00:00","No","1/20/2026 3:33:04 AM","","","","21","7675","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26PDT3101TMO","1/20/2026 3:32:53 AM","2607:f8b0:4006:80b::2005","443","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","53882","tcp","Yes","2607:f8b0:4006:80b::2005","27755","23C0624808","","","","incoming","00:00:00","No","1/20/2026 3:32:53 AM","","","","40","757","","https","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:32:52 AM","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","","","2607:f8b0:4006:801::2001","","","ipv6-icmp","Yes","2607:f8b0:4006:801::2001","15721","23C0624808","","","","outgoing","00:00:00","No","1/20/2026 3:32:52 AM","","","","13","756","","","2607:fb90:fead:702:a5c5:a5bb:668c:7aac",""
"26PDT3101TMO","1/20/2026 3:32:51 AM","2607:fb90:fead:702:a5c5:a5bb:668c:7aac","","","","2620:149:af6::10","","","ipv6-icmp","Yes","","3539","23C0624808","","","","unknown","00:01:06","No","1/20/2026 3:33:57 AM","","","","16","755","","","",""
"26VCEB2249TMO","1/20/2026 3:32:37 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2607:7700:0:e:0:2:8efa:b0ce","","","ipv6-icmp","Yes","2607:7700:0:e:0:2:8efa:b0ce","12032","CC25-990397","","","","outgoing","00:00:15","No","1/20/2026 3:32:52 AM","","","","15","7674","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:32:36 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2607:f8b0:4006:800::2003","","","ipv6-icmp","Yes","2607:f8b0:4006:800::2003","122","CC25-990397","","","","outgoing","00:00:00","No","1/20/2026 3:32:36 AM","","","","1","7673","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26PDT3101TMO","1/20/2026 3:32:25 AM","2607:7700:0:e:0:2:9df0:f13f","443","","","2607:fb90:fead:702:84b:9a43:3da9:2ba","","54410","udp","Yes","2607:7700:0:e:0:2:9df0:f13f","760032","23C0624808","","","","incoming","00:00:00","No","1/20/2026 3:32:25 AM","","","","612","754","","https","2607:fb90:fead:702:84b:9a43:3da9:2ba",""
"26VCEB2249TMO","1/20/2026 3:32:18 AM","2606:4700:3033::ac43:aa3c","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","54219","udp","Yes","2606:4700:3033::ac43:aa3c","678","CC25-990397","","","","incoming","00:00:00","No","1/20/2026 3:32:18 AM","","","","3","7672","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26PDT3101TMO","1/20/2026 3:32:14 AM","2607:7700:0:e:0:2:1f0d:4734","443","","","2607:fb90:fead:702:84b:9a43:3da9:2ba","","50118","udp","Yes","2607:7700:0:e:0:2:1f0d:4734","1192000","23C0624808","","","","incoming","00:00:13","No","1/20/2026 3:32:27 AM","","","","954","753","","https","2607:fb90:fead:702:84b:9a43:3da9:2ba",""
"26VCEB2249TMO","1/20/2026 3:32:06 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2607:7700:0:e:0:2:4554:b11b","","","ipv6-icmp","Yes","2607:7700:0:e:0:2:4554:b11b","148","CC25-990397","","","","outgoing","00:00:00","No","1/20/2026 3:32:06 AM","","","","1","7671","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:32:02 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2606:4700:3036::6815:1b98","","","ipv6-icmp","Yes","2606:4700:3036::6815:1b98","2560","CC25-990397","","","","outgoing","00:00:00","No","1/20/2026 3:32:02 AM","","","","2","7670","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:31:59 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2a02:26f7:168:0:ace0:d003::","","","ipv6-icmp","Yes","2a02:26f7:168:0:ace0:d003::","6636","CC25-990397","","","","outgoing","00:00:11","No","1/20/2026 3:32:10 AM","","","","9","7669","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:31:50 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","fd00:976a::9","","","ipv6-icmp","Yes","fd00:976a::9","644","CC25-990397","","","","outgoing","00:00:00","No","1/20/2026 3:31:50 AM","","","","2","7668","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26PDT3101TMO","1/20/2026 3:31:42 AM","2607:fb90:fead:702:84b:9a43:3da9:2ba","","","","2607:7700:0:e:0:2:6440:2301","","","ipv6-icmp","Yes","","1552","23C0624808","","","","unknown","00:00:00","No","1/20/2026 3:31:42 AM","","","","1","752","","","",""
"26VCEB2249TMO","1/20/2026 3:30:58 AM","2607:f8b0:4006:81e::200e","443","","","2607:fb91:258b:8845:a525:61cb:a9ec:114","","49846","udp","Yes","2607:f8b0:4006:81e::200e","1177","CC25-990397","","","","incoming","00:00:00","No","1/20/2026 3:30:58 AM","","","","4","7667","","https","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:30:35 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2620:149:a33:1000::461","","","ipv6-icmp","Yes","2620:149:a33:1000::461","676","CC25-990397","","","","outgoing","00:00:08","No","1/20/2026 3:30:43 AM","","","","4","7666","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:30:20 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2607:7700:0:e:0:2:8efb:29a3","","","ipv6-icmp","Yes","2607:7700:0:e:0:2:8efb:29a3","4702","CC25-990397","","","","outgoing","00:00:00","No","1/20/2026 3:30:20 AM","","","","4","7665","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:30:12 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2607:f8b0:4006:820::200e","","","ipv6-icmp","Yes","2607:f8b0:4006:820::200e","491","CC25-990397","","","","outgoing","00:00:00","No","1/20/2026 3:30:12 AM","","","","4","7664","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:30:04 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2607:7700:0:e:0:2:8efb:2dce","","","ipv6-icmp","Yes","2607:7700:0:e:0:2:8efb:2dce","12338","CC25-990397","","","","outgoing","00:00:04","No","1/20/2026 3:30:08 AM","","","","10","7663","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
"26VCEB2249TMO","1/20/2026 3:29:59 AM","2607:fb91:258b:8845:a525:61cb:a9ec:114","","","","2607:7700:0:e:0:2:8efb:d22e","","","ipv6-icmp","Yes","2607:7700:0:e:0:2:8efb:d22e","23598","CC25-990397","","","","outgoing","00:00:17","No","1/20/2026 3:30:16 AM","","","","31","7662","","","2607:fb91:258b:8845:a525:61cb:a9ec:114",""
